1710746
0	0.000	0.001	0.074	0.000	0.000	0.001	0.074	0.000
354	0.000	0.002	0.074	0.000	0.000	0.002	0.074	0.000
2514	0.000	0.003	0.074	0.000	0.000	0.003	0.074	0.000
16462	0.000	0.004	0.074	0.000	0.000	0.004	0.074	0.000
31487	0.000	0.005	0.074	0.000	0.000	0.005	0.074	0.000
51228	0.000	0.006	0.074	0.000	0.000	0.006	0.074	0.000
83960	0.000	0.007	0.074	0.000	0.000	0.007	0.074	0.000
150994	0.000	0.008	0.074	0.000	0.000	0.008	0.074	0.000
202330	0.000	0.009	0.074	0.000	0.000	0.009	0.074	0.000
234420	0.000	0.010	0.074	0.000	0.000	0.010	0.074	0.000
261565	0.000	0.011	0.074	0.000	0.000	0.011	0.074	0.000
282405	0.000	0.012	0.074	0.000	0.000	0.012	0.074	0.000
296328	0.000	0.013	0.074	0.000	0.000	0.013	0.074	0.000
310638	0.000	0.014	0.074	0.000	0.000	0.014	0.074	0.000
319555	0.000	0.015	0.074	0.000	0.000	0.015	0.074	0.000
330156	0.000	0.016	0.074	0.000	0.000	0.016	0.074	0.000
339797	0.000	0.017	0.074	0.000	0.000	0.017	0.074	0.000
359285	0.000	0.018	0.074	0.000	0.000	0.018	0.074	0.000
392019	0.000	0.019	0.074	0.000	0.000	0.019	0.074	0.000
409350	0.000	0.020	0.074	0.000	0.000	0.020	0.074	0.000
426897	0.000	0.021	0.074	0.000	0.000	0.021	0.074	0.000
438686	0.000	0.022	0.074	0.000	0.000	0.022	0.074	0.000
444946	0.000	0.023	0.074	0.000	0.000	0.023	0.074	0.000
448804	0.000	0.024	0.074	0.000	0.000	0.024	0.074	0.000
451275	0.000	0.025	0.074	0.000	0.000	0.025	0.074	0.000
453320	0.000	0.026	0.074	0.000	0.000	0.026	0.074	0.000
455833	0.000	0.027	0.074	0.000	0.000	0.027	0.074	0.000
458930	0.000	0.028	0.074	0.000	0.000	0.028	0.074	0.000
461482	0.000	0.029	0.074	0.000	0.000	0.029	0.074	0.000
462593	0.000	0.030	0.074	0.000	0.000	0.030	0.074	0.000
463986	0.000	0.031	0.074	0.000	0.000	0.031	0.074	0.000
466602	0.000	0.032	0.074	0.000	0.000	0.032	0.074	0.000
474820	0.000	0.033	0.074	0.000	0.000	0.033	0.074	0.000
476147	0.000	0.034	0.074	0.000	0.000	0.034	0.074	0.000
477067	0.000	0.035	0.074	0.000	0.000	0.035	0.074	0.000
478126	0.000	0.036	0.074	0.000	0.000	0.036	0.074	0.000
479732	0.000	0.037	0.074	0.000	0.000	0.037	0.074	0.000
481556	0.000	0.038	0.074	0.000	0.000	0.038	0.074	0.000
483057	0.000	0.039	0.074	0.000	0.000	0.039	0.074	0.000
484920	0.000	0.040	0.074	0.000	0.000	0.040	0.074	0.000
489470	0.000	0.041	0.074	0.000	0.000	0.041	0.074	0.000
495570	0.000	0.042	0.074	0.000	0.000	0.042	0.074	0.000
502332	0.000	0.043	0.074	0.000	0.000	0.043	0.074	0.000
506126	0.000	0.044	0.074	0.000	0.000	0.044	0.074	0.000
507790	0.000	0.045	0.074	0.000	0.000	0.045	0.074	0.000
508857	0.000	0.046	0.074	0.000	0.000	0.046	0.074	0.000
510196	0.000	0.047	0.074	0.000	0.000	0.047	0.074	0.000
511343	0.000	0.048	0.074	0.000	0.000	0.048	0.074	0.000
513480	0.000	0.049	0.074	0.000	0.000	0.049	0.074	0.000
514798	0.000	0.050	0.074	0.000	0.000	0.050	0.074	0.000
516523	0.000	0.051	0.074	0.000	0.000	0.051	0.074	0.000
518334	0.000	0.052	0.074	0.000	0.000	0.052	0.074	0.000
520698	0.000	0.053	0.074	0.000	0.000	0.053	0.074	0.000
523875	0.000	0.054	0.074	0.000	0.000	0.054	0.074	0.000
525301	0.000	0.055	0.074	0.000	0.000	0.055	0.074	0.000
526666	0.000	0.056	0.074	0.000	0.000	0.056	0.074	0.000
527991	0.000	0.057	0.074	0.000	0.000	0.057	0.074	0.000
529302	0.000	0.058	0.074	0.000	0.000	0.058	0.074	0.000
530708	0.000	0.059	0.074	0.000	0.000	0.059	0.074	0.000
531953	0.000	0.060	0.074	0.000	0.000	0.060	0.074	0.000
534005	0.000	0.061	0.074	0.000	0.000	0.061	0.074	0.000
536162	0.000	0.062	0.074	0.000	0.000	0.062	0.074	0.000
537191	0.000	0.063	0.074	0.000	0.000	0.063	0.074	0.000
538088	0.000	0.064	0.074	0.000	0.000	0.064	0.074	0.000
539026	0.000	0.065	0.074	0.000	0.000	0.065	0.074	0.000
539651	0.000	0.066	0.074	0.000	0.000	0.066	0.074	0.000
541871	0.000	0.067	0.074	0.000	0.000	0.067	0.074	0.000
542936	0.000	0.068	0.074	0.000	0.000	0.068	0.074	0.000
544419	0.000	0.069	0.074	0.000	0.000	0.069	0.074	0.000
546488	0.000	0.070	0.074	0.000	0.000	0.070	0.074	0.000
547875	0.000	0.071	0.074	0.000	0.000	0.071	0.074	0.000
548592	0.000	0.072	0.074	0.000	0.000	0.072	0.074	0.000
549356	0.000	0.073	0.074	0.000	0.000	0.073	0.074	0.000
549930	0.000	0.074	0.074	0.000	0.000	0.074	0.074	0.000
550688	0.000	0.075	0.074	0.000	0.000	0.075	0.074	0.000
551394	0.000	0.076	0.074	0.000	0.000	0.076	0.074	0.000
552068	0.000	0.077	0.074	0.000	0.000	0.077	0.074	0.000
553468	0.000	0.078	0.074	0.000	0.000	0.078	0.074	0.000
555467	0.000	0.079	0.074	0.000	0.000	0.079	0.074	0.000
558132	0.000	0.080	0.074	0.000	0.000	0.080	0.074	0.000
560335	0.000	0.081	0.074	0.000	0.000	0.081	0.074	0.000
561981	0.000	0.082	0.074	0.000	0.000	0.082	0.074	0.000
563095	0.000	0.083	0.074	0.000	0.000	0.083	0.074	0.000
563746	0.000	0.084	0.074	0.000	0.000	0.084	0.074	0.000
564343	0.000	0.085	0.074	0.000	0.000	0.085	0.074	0.000
564613	0.000	0.086	0.074	0.000	0.000	0.086	0.074	0.000
564876	0.000	0.087	0.074	0.000	0.000	0.087	0.074	0.000
565099	0.000	0.088	0.074	0.000	0.000	0.088	0.074	0.000
565373	0.000	0.089	0.074	0.000	0.000	0.089	0.074	0.000
565673	0.000	0.090	0.074	0.000	0.000	0.090	0.074	0.000
565822	0.000	0.091	0.074	0.000	0.000	0.091	0.074	0.000
565990	0.000	0.092	0.074	0.000	0.000	0.092	0.074	0.000
566162	0.000	0.093	0.074	0.000	0.000	0.093	0.074	0.000
566400	0.000	0.094	0.074	0.000	0.000	0.094	0.074	0.000
566563	0.000	0.095	0.074	0.000	0.000	0.095	0.074	0.000
566782	0.000	0.096	0.074	0.000	0.000	0.096	0.074	0.000
567092	0.000	0.097	0.074	0.000	0.000	0.097	0.074	0.000
567427	0.000	0.098	0.074	0.000	0.000	0.098	0.074	0.000
567684	0.000	0.099	0.074	0.000	0.000	0.099	0.074	0.000
567963	0.000	0.100	0.074	0.000	0.000	0.100	0.074	0.000
568322	0.000	0.101	0.074	0.000	0.000	0.101	0.074	0.000
568510	0.000	0.102	0.074	0.000	0.000	0.102	0.074	0.000
568718	0.000	0.103	0.074	0.000	0.000	0.103	0.074	0.000
568911	0.000	0.104	0.074	0.000	0.000	0.104	0.074	0.000
569110	0.000	0.105	0.074	0.000	0.000	0.105	0.074	0.000
569444	0.000	0.106	0.074	0.000	0.000	0.106	0.074	0.000
569821	0.000	0.107	0.074	0.000	0.000	0.107	0.074	0.000
570043	0.000	0.108	0.074	0.000	0.000	0.108	0.074	0.000
570216	0.000	0.109	0.074	0.000	0.000	0.109	0.074	0.000
570383	0.000	0.110	0.074	0.000	0.000	0.110	0.074	0.000
570672	0.000	0.111	0.074	0.000	0.000	0.111	0.074	0.000
570995	0.000	0.112	0.074	0.000	0.000	0.112	0.074	0.000
571491	0.000	0.113	0.074	0.000	0.000	0.113	0.074	0.000
572055	0.000	0.114	0.074	0.000	0.000	0.114	0.074	0.000
572402	0.000	0.115	0.074	0.000	0.000	0.115	0.074	0.000
572606	0.000	0.116	0.074	0.000	0.000	0.116	0.074	0.000
572778	0.000	0.117	0.074	0.000	0.000	0.117	0.074	0.000
573049	0.000	0.118	0.074	0.000	0.000	0.118	0.074	0.000
573513	0.000	0.119	0.074	0.000	0.000	0.119	0.074	0.000
573835	0.000	0.120	0.074	0.000	0.000	0.120	0.074	0.000
574107	0.000	0.121	0.074	0.000	0.000	0.121	0.074	0.000
574327	0.000	0.122	0.074	0.000	0.000	0.122	0.074	0.000
574882	0.000	0.123	0.074	0.000	0.000	0.123	0.074	0.000
575269	0.000	0.124	0.074	0.000	0.000	0.124	0.074	0.000
575695	0.000	0.125	0.074	0.000	0.000	0.125	0.074	0.000
576161	0.000	0.126	0.074	0.000	0.000	0.126	0.074	0.000
576699	0.000	0.127	0.074	0.000	0.000	0.127	0.074	0.000
577167	0.000	0.128	0.074	0.000	0.000	0.128	0.074	0.000
577578	0.000	0.129	0.074	0.000	0.000	0.129	0.074	0.000
578118	0.000	0.130	0.074	0.000	0.000	0.130	0.074	0.000
578690	0.000	0.131	0.074	0.000	0.000	0.131	0.074	0.000
579116	0.000	0.132	0.074	0.000	0.000	0.132	0.074	0.000
579285	0.000	0.133	0.074	0.000	0.000	0.133	0.074	0.000
579607	0.000	0.134	0.074	0.000	0.000	0.134	0.074	0.000
579726	0.000	0.135	0.074	0.000	0.000	0.135	0.074	0.000
579855	0.000	0.136	0.074	0.000	0.000	0.136	0.074	0.000
580122	0.000	0.137	0.074	0.000	0.000	0.137	0.074	0.000
580240	0.000	0.138	0.074	0.000	0.000	0.138	0.074	0.000
580436	0.000	0.139	0.074	0.000	0.000	0.139	0.074	0.000
580521	0.000	0.140	0.074	0.000	0.000	0.140	0.074	0.000
580634	0.000	0.141	0.074	0.000	0.000	0.141	0.074	0.000
580739	0.000	0.142	0.074	0.000	0.000	0.142	0.074	0.000
580883	0.000	0.143	0.074	0.000	0.000	0.143	0.074	0.000
580986	0.000	0.144	0.074	0.000	0.000	0.144	0.074	0.000
581218	0.000	0.145	0.074	0.000	0.000	0.145	0.074	0.000
581441	0.000	0.146	0.074	0.000	0.000	0.146	0.074	0.000
581598	0.000	0.147	0.074	0.000	0.000	0.147	0.074	0.000
581834	0.000	0.148	0.074	0.000	0.000	0.148	0.074	0.000
582114	0.000	0.149	0.074	0.000	0.000	0.149	0.074	0.000
582611	0.000	0.150	0.074	0.000	0.000	0.150	0.074	0.000
582963	0.000	0.151	0.074	0.000	0.000	0.151	0.074	0.000
583124	0.000	0.152	0.074	0.000	0.000	0.152	0.074	0.000
583467	0.000	0.153	0.074	0.000	0.000	0.153	0.074	0.000
583818	0.000	0.154	0.074	0.000	0.000	0.154	0.074	0.000
584259	0.000	0.155	0.074	0.000	0.000	0.155	0.074	0.000
584825	0.000	0.156	0.074	0.000	0.000	0.156	0.074	0.000
585339	0.000	0.157	0.074	0.000	0.000	0.157	0.074	0.000
585661	0.000	0.158	0.074	0.000	0.000	0.158	0.074	0.000
585937	0.000	0.159	0.074	0.000	0.000	0.159	0.074	0.000
586270	0.000	0.160	0.074	0.000	0.000	0.160	0.074	0.000
586772	0.000	0.161	0.074	0.000	0.000	0.161	0.074	0.000
587684	0.000	0.162	0.074	0.000	0.000	0.162	0.074	0.000
588824	0.000	0.163	0.074	0.000	0.000	0.163	0.074	0.000
589610	0.000	0.164	0.074	0.000	0.000	0.164	0.074	0.000
589937	0.000	0.165	0.074	0.000	0.000	0.165	0.074	0.000
590199	0.000	0.166	0.074	0.000	0.000	0.166	0.074	0.000
590342	0.000	0.167	0.074	0.000	0.000	0.167	0.074	0.000
590489	0.000	0.168	0.074	0.000	0.000	0.168	0.074	0.000
590658	0.000	0.169	0.074	0.000	0.000	0.169	0.074	0.000
590848	0.000	0.170	0.074	0.000	0.000	0.170	0.074	0.000
591029	0.000	0.171	0.074	0.000	0.000	0.171	0.074	0.000
591109	0.000	0.172	0.074	0.000	0.000	0.172	0.074	0.000
591200	0.000	0.173	0.074	0.000	0.000	0.173	0.074	0.000
591258	0.000	0.174	0.074	0.000	0.000	0.174	0.074	0.000
591383	0.000	0.175	0.074	0.000	0.000	0.175	0.074	0.000
591509	0.000	0.176	0.074	0.000	0.000	0.176	0.074	0.000
591789	0.000	0.177	0.074	0.000	0.000	0.177	0.074	0.000
592110	0.000	0.178	0.074	0.000	0.000	0.178	0.074	0.000
592467	0.000	0.179	0.074	0.000	0.000	0.179	0.074	0.000
592782	0.000	0.180	0.074	0.000	0.000	0.180	0.074	0.000
593079	0.000	0.181	0.074	0.000	0.000	0.181	0.074	0.000
593167	0.000	0.182	0.074	0.000	0.000	0.182	0.074	0.000
593287	0.000	0.183	0.074	0.000	0.000	0.183	0.074	0.000
593402	0.000	0.184	0.074	0.000	0.000	0.184	0.074	0.000
593536	0.000	0.185	0.074	0.000	0.000	0.185	0.074	0.000
593674	0.000	0.186	0.074	0.000	0.000	0.186	0.074	0.000
593847	0.000	0.187	0.074	0.000	0.000	0.187	0.074	0.000
593955	0.000	0.188	0.074	0.000	0.000	0.188	0.074	0.000
594074	0.000	0.189	0.074	0.000	0.000	0.189	0.074	0.000
594161	0.000	0.190	0.074	0.000	0.000	0.190	0.074	0.000
594296	0.000	0.191	0.074	0.000	0.000	0.191	0.074	0.000
594496	0.000	0.192	0.074	0.000	0.000	0.192	0.074	0.000
594638	0.000	0.193	0.074	0.000	0.000	0.193	0.074	0.000
594803	0.000	0.194	0.074	0.000	0.000	0.194	0.074	0.000
594927	0.000	0.195	0.074	0.000	0.000	0.195	0.074	0.000
595037	0.000	0.196	0.074	0.000	0.000	0.196	0.074	0.000
595069	0.000	0.197	0.074	0.000	0.000	0.197	0.074	0.000
595113	0.000	0.198	0.074	0.000	0.000	0.198	0.074	0.000
595264	0.000	0.199	0.074	0.000	0.000	0.199	0.074	0.000
595452	0.000	0.200	0.074	0.000	0.000	0.200	0.074	0.000
595603	0.000	0.201	0.074	0.000	0.000	0.201	0.074	0.000
595685	0.000	0.202	0.074	0.000	0.000	0.202	0.074	0.000
595722	0.000	0.203	0.074	0.000	0.000	0.203	0.074	0.000
595802	0.000	0.204	0.074	0.000	0.000	0.204	0.074	0.000
595856	0.000	0.205	0.074	0.000	0.000	0.205	0.074	0.000
595940	0.000	0.206	0.074	0.000	0.000	0.206	0.074	0.000
